ss,article,name,value,score
ss_280415,Tops,closure_type,button,0.6942197
ss_280415,Tops,sleeve_style,capped,0.6675708
ss_280415,Tops,upper_body_garment,top,0.5936340
ss_280415,Tops,product_pattern,solid,0.4067842
ss_280415,Tops,neckline,halter_neck,0.3891074
ss_280415,Tops,product_color,yellow,0.2242297
ss_280415,Footwear,category,footwear,0.9533517
ss_280415,Footwear,product_color,silver,0.8726206
ss_280415,Footwear,heel_height,flat,0.8586236
ss_280415,Footwear,heel_type,other,0.7264543
ss_280415,Footwear,footwear,shoes,0.6200845
ss_280415,Footwear,toe_type,open_toe,0.5436000
ss_280415,Footwear,toe_shape,round,0.5016188
ss_280415,Footwear,shoes,flat_shoes,0.4581330
ss_280415,Footwear,product_pattern,other,0.4099373
ss_280415,Footwear,shoe_decoration,studded_decoration,0.3922320
ss_280415,Footwear,shoe_closure,slip_on,0.3425981
ss_280415,Footwear,shoe_type,boat_shoes,0.1656430
ss_285390,Outerwear,sleeve_length,long,0.9894277
ss_285390,Outerwear,category,apparel,0.9108354
ss_285390,Outerwear,product_pattern,solid,0.8448571
ss_285390,Outerwear,lower_body_length,full_length,0.7023591
ss_285390,Outerwear,sleeve_style,straight,0.4854591
ss_285390,Outerwear,apparel,full_body_garment,0.4276749
ss_285390,Outerwear,product_color,yellow,0.2480180
ss_285390,Outerwear,full_body_garment,jumpsuit,0.1883590
ss_285390,Outerwear,neckline,v_neck,0.1550966
ss_285390,Shorts,lower_body_length,thigh_length,0.9982717
ss_285390,Shorts,category,apparel,0.9840873
ss_285390,Shorts,shorts_type,denim_shorts,0.9352118
ss_285390,Shorts,product_pattern,solid,0.8524269
ss_285390,Shorts,apparel,lower_body_garment,0.8090819
ss_285390,Shorts,lower_body_garment,shorts,0.7517022
ss_285390,Shorts,product_color,blue,0.6936581
ss_285390,Shorts,rise_type,high_rise,0.4629676
ss_285390,Sunglasses,category,accessory,0.6670905
ss_285390,Sunglasses,accessory,eyewear,0.6320840
ss_285390,Footwear,category,footwear,0.9480211
ss_285390,Footwear,shoe_closure,lace,0.7990823
ss_285390,Footwear,footwear,sneakers,0.7770813
ss_285390,Footwear,sneakers,lifestyle_sneakers,0.4719216
ss_285390,Footwear,product_pattern,solid,0.4097429
ss_285390,Footwear,product_color,grey,0.2120733
ss_328943,Skirts,category,apparel,0.9946722
ss_328943,Skirts,apparel,lower_body_garment,0.9785343
ss_328943,Skirts,lower_body_garment,skirt,0.9568133
ss_328943,Skirts,lower_body_length,calf_length,0.9543692
ss_328943,Skirts,product_pattern,plaid,0.6158781
ss_328943,Skirts,dress_skirt_shape,pencil,0.3931726
ss_328943,Skirts,product_color,white,0.3675481
ss_328943,Outerwear,sleeve_length,long,0.9970457
ss_328943,Outerwear,closure_type,double_breasted,0.9894271
ss_328943,Outerwear,category,apparel,0.9469243
ss_328943,Outerwear,upper_body_length,thigh_length,0.9244812
ss_328943,Outerwear,neckline,crew_neck,0.7237960
ss_328943,Outerwear,apparel,outerwear,0.6356285
ss_328943,Outerwear,product_pattern,text,0.4029694
ss_328943,Outerwear,outerwear,jacket,0.3394007
ss_328943,Outerwear,product_color,grey,0.2408517
ss_328943,Outerwear,jacket_type,hooded_jacket,0.1635945
ss_328943,Footwear,toe_type,closed_toe,0.9983788
ss_328943,Footwear,category,footwear,0.9264144
ss_328943,Footwear,footwear,boots,0.9153966
ss_328943,Footwear,product_pattern,solid,0.8989906
ss_328943,Footwear,heel_type,other,0.7870824
ss_328943,Footwear,toe_shape,pointed,0.6941482
ss_328943,Footwear,boots,over_the_knee,0.4864784
ss_328943,Footwear,heel_height,flat,0.3867245
ss_328943,Footwear,product_color,black,0.1450542
ss_328943,Sunglasses,category,accessory,0.9490893
ss_328943,Sunglasses,accessory,eyewear,0.9449772
ss_328944,Skirts,category,apparel,0.9974464
ss_328944,Skirts,apparel,lower_body_garment,0.9855334
ss_328944,Skirts,lower_body_garment,skirt,0.9750752
ss_328944,Skirts,product_pattern,plaid,0.9445184
ss_328944,Skirts,lower_body_length,knee_length,0.9397877
ss_328944,Skirts,product_color,multi,0.7039117
ss_328944,Skirts,dress_skirt_shape,pencil,0.3356871
ss_328944,Outerwear,category,apparel,0.9921370
ss_328944,Outerwear,upper_body_length,crop,0.9638732
ss_328944,Outerwear,apparel,upper_body_garment,0.8873103
ss_328944,Outerwear,product_pattern,solid,0.8608944
ss_328944,Outerwear,sweater_style,plain,0.7576440
ss_328944,Outerwear,sleeve_style,straight,0.6768453
ss_328944,Outerwear,neckline,funnel_neck,0.5699373
ss_328944,Outerwear,product_color,white,0.5565267
ss_328944,Outerwear,sleeve_length,three_quarter,0.5355946
ss_328944,Outerwear,closure_type,pullover,0.4473197
ss_328944,Outerwear,upper_body_garment,sweater,0.3481152
ss_328944,Sunglasses,category,accessory,0.9834019
ss_328944,Sunglasses,accessory,eyewear,0.9820315
ss_328944,Footwear,toe_type,closed_toe,0.9999045
ss_328944,Footwear,product_pattern,solid,0.8841933
ss_328944,Footwear,category,footwear,0.8296214
ss_328944,Footwear,heel_type,other,0.8110732
ss_328944,Footwear,toe_shape,round,0.7735543
ss_328944,Footwear,shoe_closure,slip_on,0.6772672
ss_328944,Footwear,heel_height,flat,0.6206075
ss_328944,Footwear,footwear,shoes,0.4268002
ss_328944,Footwear,shoes,flat_shoes,0.3868075
ss_328944,Footwear,shoe_type,loafer_shoes,0.3483729
ss_328944,Footwear,product_color,beige,0.1629419
ss_280428,Skirts,lower_body_length,thigh_length,0.9990239
ss_280428,Skirts,category,apparel,0.9897640
ss_280428,Skirts,apparel,lower_body_garment,0.9430925
ss_280428,Skirts,lower_body_garment,skirt,0.9164835
ss_280428,Skirts,dress_skirt_shape,pencil,0.8716507
ss_280428,Skirts,product_pattern,plaid,0.6277522
ss_280428,Skirts,product_color,multi,0.6176567
ss_280428,Outerwear,category,apparel,0.9697451
ss_280428,Outerwear,apparel,outerwear,0.8774216
ss_280428,Outerwear,sleeve_length,three_quarter,0.7900446
ss_280428,Outerwear,ss_280428,Skirts,neckline,other,0.6164727
ss_280428,Outerwear,product_pattern,solid,0.5692767
ss_280428,Outerwear,product_color,grey,0.5434705
ss_280428,Outerwear,outerwear,vest_waistcoat,0.4774514
ss_280428,Outerwear,upper_body_length,thigh_length,0.3864120
ss_280428,Footwear,category,footwear,0.9788085
ss_280428,Footwear,heel_height,high,0.8641099
ss_280428,Footwear,product_color,black,0.7535538
ss_280428,Footwear,heel_type,stiletto_heels,0.6615980
ss_280428,Footwear,footwear,sandals,0.5641113
ss_280428,Footwear,sandals,heeled_sandals,0.5529757
ss_280428,Footwear,product_pattern,solid,0.4855062
ss_280428,Footwear,sandal_type,slingback_sandals,0.2482627
ss_267537,Skirts,category,apparel,0.9980363
ss_267537,Skirts,lower_body_length,thigh_length,0.9912184
ss_267537,Skirts,apparel,lower_body_garment,0.9770246
ss_267537,Skirts,lower_body_garment,skirt,0.9649542
ss_267537,Skirts,product_pattern,plaid,0.9614033
ss_267537,Skirts,dress_skirt_shape,pencil,0.6443473
ss_267537,Skirts,product_color,multi,0.5026995
ss_267537,Outerwear,upper_body_length,crop,0.9756659
ss_267537,Outerwear,category,apparel,0.9078614
ss_267537,Outerwear,sleeve_length,three_quarter,0.8214822
ss_267537,Outerwear,neckline,funnel_neck,0.7904930
ss_267537,Outerwear,apparel,upper_body_garment,0.6777417
ss_267537,Outerwear,product_pattern,solid,0.6162120
ss_267537,Outerwear,product_color,white,0.4450570
ss_267537,Outerwear,sleeve_style,straight,0.3377979
ss_267537,Outerwear,upper_body_garment,top,0.2419300
ss_267537,Footwear,category,footwear,0.9601082
ss_267537,Footwear,footwear,sneakers,0.7918475
ss_267537,Footwear,shoe_closure,lace,0.7808667
ss_267537,Footwear,product_pattern,solid,0.7807051
ss_267537,Footwear,sneakers,lifestyle_sneakers,0.4851000
ss_267537,Footwear,shoe_decoration,studded_decoration,0.4368233
ss_267537,Footwear,product_color,grey,0.2836888
ss_315999,Footwear,toe_type,closed_toe,0.9915643
ss_315999,Footwear,heel_type,other,0.7667843
ss_315999,Footwear,category,footwear,0.7111051
ss_315999,Footwear,footwear,boots,0.6797273
ss_315999,Footwear,product_color,silver,0.5252838
ss_315999,Footwear,toe_shape,pointed,0.4649693
ss_315999,Footwear,boots,mid_calf_boots,0.4272576
ss_315999,Footwear,shoe_decoration,fur_decoration,0.4263404
ss_315999,Footwear,heel_height,flat,0.4027016
ss_315999,Footwear,product_pattern,solid,0.2867422
ss_315999,Outerwear,sleeve_length,long,0.9943097
ss_315999,Outerwear,category,apparel,0.9234084
ss_315999,Outerwear,upper_body_length,thigh_length,0.6772227
ss_315999,Outerwear,product_color,white,0.6224315
ss_315999,Outerwear,sleeve_style,bishop_sleeve,0.5382308
ss_315999,Outerwear,closure_type,zip,0.5376027
ss_315999,Outerwear,neckline,bow,0.4637910
ss_315999,Outerwear,apparel,upper_body_garment,0.4069882
ss_315999,Outerwear,product_pattern,solid,0.3457147
ss_315999,Outerwear,upper_body_garment,blouse,0.2910322
ss_281220,Outerwear,sleeve_length,long,0.9995540
ss_281220,Outerwear,category,apparel,0.9982680
ss_281220,Outerwear,apparel,outerwear,0.9778242
ss_281220,Outerwear,upper_body_length,crop,0.8847945
ss_281220,Outerwear,outerwear,jacket,0.8677597
ss_281220,Outerwear,jacket_type,leather_jacket,0.8488134
ss_281220,Outerwear,neckline,crew_neck,0.8332768
ss_281220,Outerwear,closure_type,zip,0.6267116
ss_281220,Outerwear,product_color,blue,0.5476637
ss_281220,Outerwear,product_pattern,solid,0.4143415
ss_281220,Skirts,lower_body_length,thigh_length,0.9932213
ss_281220,Skirts,category,apparel,0.9733945
ss_281220,Skirts,product_pattern,plaid,0.8866718
ss_281220,Skirts,apparel,lower_body_garment,0.8331525
ss_281220,Skirts,lower_body_garment,skirt,0.8116764
ss_281220,Skirts,product_color,multi,0.6145349
ss_281220,Skirts,dress_skirt_shape,a_line,0.3565146
ss_281220,Footwear,toe_type,closed_toe,0.9996583
ss_281220,Footwear,shoe_type,ballerinas,0.8265679
ss_281220,Footwear,category,footwear,0.8216954
ss_281220,Footwear,heel_type,other,0.7809507
ss_281220,Footwear,footwear,shoes,0.7588843
ss_281220,Footwear,shoe_closure,slip_on,0.5685742
ss_281220,Footwear,shoes,flat_shoes,0.5669770
ss_281220,Footwear,heel_height,flat,0.5358868
ss_281220,Footwear,shoe_decoration,metal_decoration,0.4578900
ss_281220,Footwear,product_pattern,solid,0.4414976
ss_281220,Footwear,toe_shape,square,0.4325624
ss_281220,Footwear,product_color,black,0.4167666
ss_304518,Outerwear,sleeve_length,long,0.9973333
ss_304518,Outerwear,category,apparel,0.9958957
ss_304518,Outerwear,closure_type,button,0.9681603
ss_304518,Outerwear,neckline,v_neck,0.8830050
ss_304518,Outerwear,apparel,outerwear,0.7853775
ss_304518,Outerwear,outerwear,cardigan,0.7687331
ss_304518,Outerwear,upper_body_length,crop,0.7394053
ss_304518,Outerwear,product_color,multi,0.6178840
ss_304518,Outerwear,product_pattern,plaid,0.5442892
ss_304518,Skirts,lower_body_length,thigh_length,0.9989522
ss_304518,Skirts,category,apparel,0.9923434
ss_304518,Skirts,product_pattern,plaid,0.9894965
ss_304518,Skirts,apparel,lower_body_garment,0.9579977
ss_304518,Skirts,lower_body_garment,skirt,0.9471797
ss_304518,Skirts,dress_skirt_shape,pencil,0.9126540
ss_304518,Skirts,product_color,multi,0.7739245
ss_317948,Outerwear,category,apparel,0.9794510
ss_317948,Outerwear,product_pattern,big_graphic,0.9376413
ss_317948,Outerwear,apparel,innerwear_nightwear,0.7180725
ss_317948,Outerwear,product_color,black,0.7140952
ss_327171,Tops,upper_body_length,crop,0.9808937
ss_327171,Tops,category,apparel,0.9466301
ss_327171,Tops,sleeve_length,short,0.9219303
ss_327171,Tops,product_pattern,big_graphic,0.8654181
ss_327171,Tops,closure_type,pullover,0.8093348
ss_327171,Tops,apparel,upper_body_garment,0.7005866
ss_327171,Tops,product_color,multi,0.5786409
ss_327171,Tops,upper_body_garment,top,0.4836733
ss_327171,Tops,neckline,crew_neck,0.4665255
ss_327171,Tops,sleeve_style,straight,0.3685657
ss_327171,Jeans,lower_body_length,full_length,0.9995601
ss_327171,Jeans,category,apparel,0.9885925
ss_327171,Jeans,product_color,silver,0.9748780
ss_327171,Jeans,apparel,lower_body_garment,0.9569784
ss_327171,Jeans,pants_fit_type,straight_loose,0.8877866
ss_327171,Jeans,product_pattern,other,0.8757838
ss_327171,Jeans,denim_wash_color,light,0.8527360
ss_327171,Jeans,lower_body_garment,jeans,0.5513582
ss_327171,Jeans,rise_type,mid_rise,0.4200742
ss_293266,Shirts,sleeve_length,short,0.9994130
ss_293266,Shirts,closure_type,pullover,0.9889133
ss_293266,Shirts,category,apparel,0.9821365
ss_293266,Shirts,sleeve_style,straight,0.9816327
ss_293266,Shirts,product_pattern,big_graphic,0.9756148
ss_293266,Shirts,apparel,upper_body_garment,0.9675173
ss_293266,Shirts,upper_body_garment,t_shirt,0.9122123
ss_293266,Shirts,product_color,black,0.7839269
ss_293266,Shirts,neckline,round_neck,0.6509464
ss_293266,Shirts,upper_body_length,regular,0.5206218
ss_293266,Jeans,lower_body_length,thigh_length,0.9996341
ss_293266,Jeans,category,apparel,0.9214684
ss_293266,Jeans,apparel,lower_body_garment,0.6039824
ss_293266,Jeans,pants_fit_type,wide_leg,0.4386714
ss_293266,Jeans,product_pattern,solid,0.4252442
ss_293266,Jeans,product_color,white,0.3427435
ss_293266,Jeans,lower_body_garment,pants,0.3135139
ss_293266,Jeans,pants_type,straight_leg_pants,0.1577061
ss_293266,Sunglasses,category,accessory,0.9853337
ss_293266,Sunglasses,accessory,eyewear,0.9839339
ss_283035,Shorts,category,apparel,0.9884017
ss_283035,Shorts,sleeve_length,short,0.9747432
ss_283035,Shorts,sleeve_style,straight,0.9715014
ss_283035,Shorts,closure_type,pullover,0.9203098
ss_283035,Shorts,product_pattern,big_graphic,0.9045475
ss_283035,Shorts,apparel,upper_body_garment,0.8483638
ss_283035,Shorts,upper_body_length,regular,0.8448997
ss_283035,Shorts,upper_body_garment,t_shirt,0.8099548
ss_283035,Shorts,neckline,crew_neck,0.7810757
ss_283035,Shorts,product_color,green,0.5190732
ss_283035,Skirts,lower_body_length,thigh_length,0.9999808
ss_283035,Skirts,category,apparel,0.9958272
ss_283035,Skirts,product_pattern,animal_print,0.9844140
ss_283035,Skirts,apparel,lower_body_garment,0.9685023
ss_283035,Skirts,lower_body_garment,skirt,0.9081143
ss_283035,Skirts,product_color,multi,0.7516472
ss_283035,Skirts,dress_skirt_shape,pencil,0.4323170
ss_260344,Skirts,category,apparel,0.9949915
ss_260344,Skirts,apparel,lower_body_garment,0.9563404
ss_260344,Skirts,dress_skirt_shape,pencil,0.9503639
ss_260344,Skirts,lower_body_garment,skirt,0.9439298
ss_260344,Skirts,product_color,red,0.9001915
ss_260344,Skirts,lower_body_length,knee_length,0.8196567
ss_260344,Skirts,product_pattern,solid,0.7282895
ss_260344,Shorts,sleeve_length,short,0.9999770
ss_260344,Shorts,category,apparel,0.9228942
ss_260344,Shorts,closure_type,pullover,0.8999123
ss_260344,Shorts,product_pattern,big_graphic,0.7948741
ss_260344,Shorts,apparel,upper_body_garment,0.7805302
ss_260344,Shorts,neckline,crew_neck,0.7572111
ss_260344,Shorts,upper_body_length,crop,0.7437549
ss_260344,Shorts,upper_body_garment,t_shirt,0.6547216
ss_260344,Shorts,sleeve_style,puff_sleeve,0.6091756
ss_260344,Shorts,product_color,red,0.1832526
ss_260344,Footwear,category,footwear,0.7836065
ss_260344,Footwear,shoe_closure,lace,0.6057788
ss_260344,Footwear,footwear,sneakers,0.4239525
ss_260344,Footwear,shoe_decoration,studded_decoration,0.3220195
ss_260344,Footwear,sneakers,lifestyle_sneakers,0.3096823
ss_260344,Footwear,product_pattern,solid,0.2911008
ss_260344,Footwear,product_color,black,0.2669069
ss_294426,Tops,sleeve_length,short,0.9991983
ss_294426,Tops,category,apparel,0.9882507
ss_294426,Tops,apparel,upper_body_garment,0.9389347
ss_294426,Tops,upper_body_length,crop,0.9102714
ss_294426,Tops,sleeve_style,straight,0.9032186
ss_294426,Tops,product_pattern,big_graphic,0.8620957
ss_294426,Tops,closure_type,pullover,0.7830343
ss_294426,Tops,upper_body_garment,top,0.6739170
ss_294426,Tops,product_color,black,0.4988080
ss_294426,Tops,neckline,off_shoulder,0.4673926
ss_294426,Skirts,lower_body_length,thigh_length,0.9997795
ss_294426,Skirts,category,apparel,0.9886657
ss_294426,Skirts,apparel,lower_body_garment,0.9231607
ss_294426,Skirts,lower_body_garment,skirt,0.8839881
ss_294426,Skirts,dress_skirt_shape,pencil,0.8546763
ss_294426,Skirts,product_color,multi,0.8205755
ss_294426,Skirts,product_pattern,plaid,0.4630051
ss_294426,Bags,category,bag,0.8590682
ss_294426,Bags,bag,shoulder_bag_totes,0.8485475
ss_294426,Bags,roduct_pattern,other,0.8315578
ss_294426,Bags,product_color,multi,0.7313750
ss_294426,Bags,shoulder_bag_totes,bucket_bag,0.3156253
ss_283815,Shirts,sleeve_length,short,0.9999975
ss_283815,Shirts,upper_body_length,crop,0.9971929
ss_283815,Shirts,category,apparel,0.9940664
ss_283815,Shirts,closure_type,zip,0.9815240
ss_283815,Shirts,apparel,upper_body_garment,0.9615492
ss_283815,Shirts,sleeve_style,straight,0.8874584
ss_283815,Shirts,product_color,blue,0.7401643
ss_283815,Shirts,upper_body_garment,t_shirt,0.7045103
ss_283815,Shirts,neckline,round_neck,0.4610179
ss_283815,Shirts,product_pattern,big_graphic,0.4532819
ss_283815,Bags,category,bag,0.9957034
ss_283815,Bags,bag,clutch_wallet,0.9337643
ss_283815,Bags,clutch_wallet,clutch_purse,0.7646981
ss_283815,Bags,product_color,multi,0.5565921
ss_283815,Bags,product_pattern,solid,0.3999981
ss_296797,Outerwear,upper_body_length,regular,0.9997066
ss_296797,Outerwear,category,apparel,0.9991905
ss_296797,Outerwear,closure_type,pullover,0.9987190
ss_296797,Outerwear,sleeve_length,long,0.9901809
ss_296797,Outerwear,apparel,upper_body_garment,0.9809675
ss_296797,Outerwear,upper_body_garment,sweatshirt_hoodies,0.9685115
ss_296797,Outerwear,sleeve_style,raglan_sleeve,0.7616844
ss_296797,Outerwear,product_color,pink,0.7466938
ss_296797,Outerwear,product_pattern,solid,0.6056120
ss_296797,Outerwear,neckline,hooded,0.4120052
ss_296797,Jeans,category,apparel,0.9992130
ss_296797,Jeans,lower_body_length,full_length,0.9959071
ss_296797,Jeans,apparel,lower_body_garment,0.9946290
ss_296797,Jeans,lower_body_garment,jeans,0.9816995
ss_296797,Jeans,pants_fit_type,straight_loose,0.7863046
ss_296797,Jeans,product_pattern,solid,0.7671825
ss_296797,Jeans,denim_wash_color,light,0.5820995
ss_296797,Jeans,product_color,blue,0.4159076
ss_296797,Footwear,category,footwear,0.9509410
ss_296797,Footwear,shoe_closure,lace,0.9002491
ss_296797,Footwear,footwear,sneakers,0.8241730
ss_296797,Footwear,sneakers,lifestyle_sneakers,0.7783182
ss_296797,Footwear,product_color,silver,0.7511002
ss_296797,Footwear,product_pattern,other,0.3643144
ss_270804,Outerwear,category,apparel,0.9993587
ss_270804,Outerwear,closure_type,zip,0.9989291
ss_270804,Outerwear,sleeve_length,long,0.9989017
ss_270804,Outerwear,product_color,pink,0.9895318
ss_270804,Outerwear,apparel,outerwear,0.9726668
ss_270804,Outerwear,outerwear,jacket,0.9664145
ss_270804,Outerwear,jacket_type,bomber,0.7483997
ss_270804,Outerwear,product_pattern,solid,0.7074091
ss_270804,Outerwear,upper_body_length,regular,0.5719527
ss_270804,Outerwear,neckline,ribbed_collar,0.4265907
ss_270804,Pants,lower_body_length,full_length,0.9995307
ss_270804,Pants,category,apparel,0.9936343
ss_270804,Pants,apparel,lower_body_garment,0.9619575
ss_270804,Pants,pants_fit_type,straight_loose,0.8002366
ss_270804,Pants,product_pattern,solid,0.4680193
ss_270804,Pants,lower_body_garment,pants,0.3911697
ss_270804,Pants,product_color,white,0.3547347
ss_270804,Pants,pants_type,straight_leg_pants,0.1920286
ss_270804,Footwear,product_pattern,solid,0.7843319
ss_270804,Footwear,category,footwear,0.7309070
ss_270804,Footwear,shoe_closure,slip_on,0.5019529
ss_270804,Footwear,footwear,sneakers,0.3623897
ss_270804,Footwear,sneakers,lifestyle_sneakers,0.2852690
ss_270804,Footwear,product_color,black,0.2326630
ss_266145,Outerwear,closure_type,pullover,0.9991518
ss_266145,Outerwear,category,apparel,0.9847982
ss_266145,Outerwear,apparel,upper_body_garment,0.8514269
ss_266145,Outerwear,product_color,pink,0.8424348
ss_266145,Outerwear,upper_body_length,thigh_length,0.8118395
ss_266145,Outerwear,sleeve_length,long,0.7832978
ss_266145,Outerwear,neckline,hooded,0.7676460
ss_266145,Outerwear,upper_body_garment,sweatshirt_hoodies,0.7389109
ss_266145,Outerwear,product_pattern,solid,0.6140347
ss_266145,Outerwear,sleeve_style,other,0.5868775
ss_266145,Footwear,category,footwear,0.9904138
ss_266145,Footwear,shoe_closure,slip_on,0.9197816
ss_266145,Footwear,footwear,sneakers,0.7979801
ss_266145,Footwear,shoe_decoration,metal_decoration,0.6631770
ss_266145,Footwear,sneakers,performance_sneakers,0.4313698
ss_266145,Footwear,product_pattern,solid,0.3848734
ss_266145,Footwear,product_color,white,0.3569733
ss_305293,Jeans,pants_fit_type,skinny,0.9998770
ss_305293,Jeans,lower_body_length,full_length,0.9508519
ss_305293,Jeans,category,apparel,0.9385270
ss_305293,Jeans,product_pattern,solid,0.8901293
ss_305293,Jeans,apparel,lower_body_garment,0.8344955
ss_305293,Jeans,denim_wash_color,dark,0.6128753
ss_305293,Jeans,lower_body_garment,jeans,0.3829436
ss_305293,Jeans,product_color,red,0.2969918
ss_305293,Outerwear,sleeve_length,long,0.9999862
ss_305293,Outerwear,upper_body_length,regular,0.9996759
ss_305293,Outerwear,category,apparel,0.9976807
ss_305293,Outerwear,closure_type,pullover,0.9794425
ss_305293,Outerwear,upper_body_garment,sweatshirt_hoodies,0.9177071
ss_305293,Outerwear,sleeve_style,bishop_sleeve,0.9031988
ss_305293,Outerwear,product_color,red,0.8916067
ss_305293,Outerwear,neckline,hooded,0.6271073
ss_305293,Outerwear,product_pattern,text,0.4626470
ss_305293,Footwear,category,footwear,0.9754995
ss_305293,Footwear,footwear,sneakers,0.8692708
ss_305293,Footwear,shoe_closure,lace,0.6551935
ss_305293,Footwear,sneakers,lifestyle_sneakers,0.4784218
ss_305293,Footwear,product_color,blue,0.3784292
ss_305293,Footwear,product_pattern,solid,0.3688155
ss_273020,Outerwear,category,apparel,0.9977301
ss_273020,Outerwear,closure_type,pullover,0.9953179
ss_273020,Outerwear,sleeve_length,long,0.9945485
ss_273020,Outerwear,product_pattern,text,0.9559996
ss_273020,Outerwear,apparel,upper_body_garment,0.9432802
ss_273020,Outerwear,neckline,hooded,0.9186218
ss_273020,Outerwear,upper_body_garment,sweatshirt_hoodies,0.9148795
ss_273020,Outerwear,upper_body_length,regular,0.8430577
ss_273020,Outerwear,sleeve_style,straight,0.7328063
ss_273020,Outerwear,product_color,red,0.4871435
ss_273020,Outerwear,category,apparel,0.9738865
ss_273020,Outerwear,lower_body_length,full_length,0.7740843
ss_273020,Outerwear,product_pattern,solid,0.7338753
ss_273020,Outerwear,product_color,grey,0.5637197
ss_273020,Outerwear,apparel,full_body_garment,0.5235084
ss_273020,Outerwear,neckline,hooded,0.4942831
ss_273020,Outerwear,full_body_garment,dungaree,0.4537753
ss_273020,Accessory,category,accessory,0.9845100
ss_273020,Accessory,accessory,hat,0.9824360
ss_273020,Accessory,product_color,grey,0.5668741
ss_273020,Accessory,product_pattern,solid,0.5174076
ss_273020,Footwear,product_color,white,0.8424185
ss_273020,Footwear,shoe_closure,lace,0.7352672
ss_273020,Footwear,product_pattern,solid,0.6527137
ss_273020,Footwear,category,footwear,0.6125185
ss_273020,Footwear,footwear,sneakers,0.3827307
ss_273020,Footwear,sneakers,lifestyle_sneakers,0.2714102
ss_316782,Shorts,lower_body_length,thigh_length,0.9979724
ss_316782,Shorts,category,apparel,0.9977071
ss_316782,Shorts,apparel,lower_body_garment,0.9915190
ss_316782,Shorts,lower_body_garment,shorts,0.9647862
ss_316782,Shorts,product_pattern,solid,0.5646625
ss_316782,Shorts,shorts_type,denim_shorts,0.4714392
ss_316782,Shorts,rise_type,mid_rise,0.3388874
ss_316782,Shorts,product_color,red,0.1925492
ss_316782,Outerwear,sleeve_length,long,0.9701374
ss_316782,Outerwear,category,apparel,0.9660888
ss_316782,Outerwear,neckline,hooded,0.8761755
ss_316782,Outerwear,upper_body_length,regular,0.7119364
ss_316782,Outerwear,product_pattern,solid,0.5945844
ss_316782,Outerwear,product_color,pink,0.3821518
ss_316782,Outerwear,closure_type,zip,0.3785417
ss_316782,Outerwear,apparel,outerwear,0.2901935
ss_316782,Outerwear,outerwear,cardigan,0.1828801
ss_316782,Footwear,toe_type,closed_toe,0.9873569
ss_316782,Footwear,category,footwear,0.9246554
ss_316782,Footwear,product_pattern,solid,0.7113735
ss_316782,Footwear,footwear,boots,0.6233829
ss_316782,Footwear,boots,ankle_boots,0.6000574
ss_316782,Footwear,toe_shape,round,0.5099716
ss_316782,Footwear,heel_type,other,0.4827440
ss_316782,Footwear,heel_height,flat,0.4272940
ss_316782,Footwear,product_color,blue,0.3224270
ss_291514,Leggings,lower_body_length,full_length,0.9964204
ss_291514,Leggings,category,apparel,0.9862360
ss_291514,Leggings,apparel,lower_body_garment,0.9463296
ss_291514,Leggings,lower_body_garment,leggings,0.5016463
ss_291514,Leggings,product_color,blue,0.3958784
ss_291514,Leggings,product_pattern,other,0.3412764
ss_291514,Leggings,rise_type,high_rise,0.2965222
ss_291514,Outerwear,category,apparel,0.9698911
ss_291514,Outerwear,upper_body_length,crop,0.9323094
ss_291514,Outerwear,product_pattern,text,0.8886900
ss_291514,Outerwear,sleeve_length,long,0.8373723
ss_291514,Outerwear,sleeve_style,straight,0.7933053
ss_291514,Outerwear,product_color,red,0.7803861
ss_291514,Outerwear,apparel,upper_body_garment,0.7099353
ss_291514,Outerwear,closure_type,pullover,0.6525365
ss_291514,Outerwear,neckline,hooded,0.3941205
ss_291514,Outerwear,upper_body_garment,sweatshirt_hoodies,0.3701605
ss_291514,Footwear,category,footwear,0.9703678
ss_291514,Footwear,footwear,sneakers,0.9341806
ss_291514,Footwear,product_color,red,0.9114975
ss_291514,Footwear,shoe_closure,lace,0.8760387
ss_291514,Footwear,sneakers,performance_sneakers,0.6893068
ss_291514,Footwear,product_pattern,solid,0.2580927
ss_304379,Dress,sleeve_length,sleeveless,0.9999014
ss_304379,Dress,lower_body_length,thigh_length,0.9997599
ss_304379,Dress,category,apparel,0.9982517
ss_304379,Dress,apparel,full_body_garment,0.9789506
ss_304379,Dress,full_body_garment,dress,0.9674143
ss_304379,Dress,product_color,silver,0.9548691
ss_304379,Dress,dress_type,cocktail_dress,0.8639991
ss_304379,Dress,neckline,round_neck,0.6264871
ss_304379,Dress,dress_skirt_shape,pencil,0.4925418
ss_304379,Dress,product_pattern,solid,0.4362555
ss_304379,Bags,category,bag,0.9863234
ss_304379,Bags,bag,clutch_wallet,0.9531677
ss_304379,Bags,product_pattern,solid,0.7722589
ss_304379,Bags,clutch_wallet,clutch_purse,0.7522560
ss_304379,Bags,product_color,grey,0.5811616
ss_304379,Footwear,category,footwear,0.6725987
ss_304379,Footwear,heel_type,other,0.5807726
ss_304379,Footwear,heel_height,flat,0.5427110
ss_304379,Footwear,product_color,beige,0.4926205
ss_304379,Footwear,footwear,sandals,0.4159914
ss_304379,Footwear,product_pattern,solid,0.3687216
ss_304379,Footwear,sandal_type,slingback_sandals,0.2613933
